,time,path_4,path_2,path_0,path_1,path_3,path_7,path_5,logo,alias,path_6
108,2021-04-03 12:36:29.636000+00:00,False,False,True,False,False,False,False,path/logo_208_path_full.svg,Sarah,False
109,2021-04-04 07:53:19.144000+00:00,False,False,True,False,False,False,False,path/logo_419_path_full.svg,Rebecca,False
110,2021-04-04 09:43:31.540000+00:00,False,False,True,False,False,False,False,path/logo_338_path_full.svg,Kim,False
111,2021-04-03 12:37:17.080000+00:00,False,False,False,False,False,False,False,path/logo_216_path_full.svg,Sarah,False
112,,False,False,False,False,False,False,False,path/logo_83_path_full.svg,Ramo,False
113,,False,False,True,False,False,False,False,path/logo_186_path_full.svg,Niklas,False
114,2021-04-03 14:46:38.564000+00:00,False,False,False,False,False,False,False,path/logo_334_path_full.svg,Löschen,False
115,,False,False,False,False,False,False,False,path/logo_97_path_full.svg,TestJani,False
116,2021-04-03 12:14:54.085000+00:00,False,False,True,False,False,False,False,path/logo_273_path_full.svg,Jonathan,False
117,2021-04-03 11:46:03.769000+00:00,False,False,True,False,False,False,False,path/logo_242_path_full.svg,Jakob,False
118,,False,False,False,True,False,False,False,path/logo_190_path_full.svg,Ramo,False
119,,False,False,True,True,False,False,False,path/logo_176_path_full.svg,Niklas,False
120,,False,True,True,True,False,False,False,path/logo_181_path_full.svg,Jani,False
121,2021-04-04 09:21:59.464000+00:00,False,True,True,True,False,False,False,path/logo_203_path_full.svg,Kim,False
122,2021-04-04 09:52:17.212000+00:00,False,True,True,True,False,False,True,path/logo_399_path_full.svg,Kim,False
123,,False,True,True,True,False,False,False,path/logo_148_path_full.svg,Niklas,False
124,2021-04-03 12:47:56.866000+00:00,True,True,True,True,True,True,False,path/logo_388_path_full.svg,Sarah,False
125,,False,False,True,False,False,False,False,path/logo_178_path_full.svg,Lena,False
126,2021-04-03 12:46:09.725000+00:00,False,False,True,True,False,False,False,path/logo_359_path_full.svg,Sarah,False
127,,False,False,False,False,False,True,True,path/logo_48_path_full.svg,Niklas,True
128,,True,True,True,True,True,True,True,path/logo_87_path_full.svg,Jonathan,True
129,2021-04-03 12:48:15.851000+00:00,False,False,True,True,False,False,False,path/logo_319_path_full.svg,Jan B.,False
130,2021-04-03 12:58:57.299000+00:00,False,False,True,False,False,False,False,path/logo_429_path_full.svg,Jan B.,False
131,,True,True,True,False,True,False,False,path/logo_53_path_full.svg,Kikipu,True
132,,True,True,False,False,True,False,True,path/logo_88_path_full.svg,Ramo,False
133,,False,False,False,False,False,False,False,path/logo_187_path_full.svg,TestJani,False
134,,False,False,True,False,False,False,False,path/logo_176_path_full.svg,Kikipu,False
135,2021-04-03 12:46:34.746000+00:00,False,False,True,True,False,False,False,path/logo_409_path_full.svg,Tim ,False
136,2021-04-04 07:47:59.164000+00:00,True,True,True,False,True,True,False,path/logo_354_path_full.svg,Rebecca,True
137,2021-04-03 12:37:50.705000+00:00,False,False,True,False,False,False,False,path/logo_226_path_full.svg,Sarah,False
138,2021-04-04 09:37:31.599000+00:00,False,False,True,False,False,False,False,path/logo_279_path_full.svg,Kim,False
139,,False,False,True,True,False,False,False,path/logo_171_path_full.svg,Niklas,False
140,,False,False,True,True,False,False,True,path/logo_2_path_full.svg,Jakob,False
141,,False,False,True,True,False,False,False,path/logo_29_path_full.svg,Lena,False
142,,False,False,False,True,False,False,False,path/logo_75_path_full.svg,Julia,True
143,,True,False,False,False,True,True,True,path/logo_113_path_full.svg,Jonathan,True
144,2021-04-04 07:48:55.530000+00:00,False,False,True,False,False,False,False,path/logo_364_path_full.svg,Rebecca,False
145,,False,False,True,False,False,False,False,path/logo_36_path_full.svg,Ramo,False
146,,False,True,True,True,False,False,False,path/logo_93_path_full.svg,Jani,False
147,,True,False,False,False,True,False,True,path/logo_67_path_full.svg,Niklas,False
148,,False,False,False,False,False,False,False,path/logo_34_path_full.svg,TestJani,True
149,,False,False,True,False,False,False,False,path/logo_96_path_full.svg,Sarah_240321,False
150,,False,True,True,True,False,False,False,path/logo_7_path_full.svg,Tim,False
151,,False,True,True,True,False,False,True,path/logo_104_path_full.svg,Lena,False
152,,False,True,True,True,False,False,False,path/logo_108_path_full.svg,Tim_Harry,False
153,2021-04-03 12:59:03.481000+00:00,False,False,True,False,False,False,False,path/logo_431_path_full.svg,Jan B.,False
154,,False,True,True,True,False,False,False,path/logo_113_path_full.svg,Tim_Harry,False
155,,True,True,True,True,True,True,False,path/logo_72_path_full.svg,Lena,True
156,2021-04-03 12:21:38.012000+00:00,True,True,True,True,True,True,True,path/logo_329_path_full.svg,Jonathan,True
157,,False,True,True,True,False,False,False,path/logo_126_path_full.svg,Kikipu,False
158,,False,True,True,True,False,False,False,path/logo_93_path_full.svg,Tim_Harry,False
159,,True,False,True,True,False,False,True,path/logo_153_path_full.svg,Jani,False
160,2021-04-03 11:45:08.809000+00:00,False,False,True,False,False,False,False,path/logo_226_path_full.svg,Jakob,False
161,2021-04-03 12:08:00.623000+00:00,False,False,True,False,False,False,False,path/logo_228_path_full.svg,Jonathan,False
162,,False,False,True,False,False,False,False,path/logo_27_path_full.svg,Kikipu,False
163,,False,True,True,True,False,False,False,path/logo_179_path_full.svg,Jani,False
164,2021-04-03 12:07:54.662000+00:00,True,True,True,True,True,True,True,path/logo_227_path_full.svg,Jonathan,True
165,,False,False,True,False,False,False,False,path/logo_47_path_full.svg,Sarah_240321,False
166,2021-04-03 11:53:57.094000+00:00,False,False,False,False,False,False,False,path/logo_404_path_full.svg,Jakob,False
167,,False,False,True,True,False,False,False,path/logo_191_path_full.svg,Niklas,False
168,2021-04-03 12:38:07.718000+00:00,False,True,True,True,False,False,False,path/logo_232_path_full.svg,Sarah,False
169,2021-04-03 14:43:56.267000+00:00,False,False,False,False,False,False,False,path/logo_259_path_full.svg,Löschen,False
170,,False,False,False,False,False,True,False,path/logo_21_path_full.svg,Tim,True
171,,True,False,True,True,False,False,False,path/logo_103_path_full.svg,Jani,False
172,,False,True,True,True,False,False,False,path/logo_6_path_full.svg,Niklas,False
173,2021-04-04 09:39:55.018000+00:00,False,False,True,False,False,False,False,path/logo_302_path_full.svg,Kim,False
174,2021-04-03 12:09:47.344000+00:00,False,False,True,True,False,False,True,path/logo_241_path_full.svg,Jonathan,False
175,2021-05-06 09:28:47.038000+00:00,False,False,False,False,False,False,False,path/logo_202_path_full.svg,Tim,False
176,2021-04-04 07:44:19.881000+00:00,False,False,True,False,False,False,False,path/logo_311_path_full.svg,Rebecca,False
177,2021-04-03 12:31:01.980000+00:00,False,False,True,False,False,False,False,path/logo_418_path_full.svg,Jonathan,False
178,2021-04-04 07:34:23.691000+00:00,False,False,True,True,False,False,False,path/logo_192_path_full.svg,Rebecca,False
179,,False,False,True,False,False,False,False,path/logo_120_path_full.svg,Sarah_240321,False
180,,False,False,True,False,False,False,False,path/logo_62_path_full.svg,rebecca,False
181,2021-04-03 11:46:45.956000+00:00,False,False,True,False,False,False,False,path/logo_259_path_full.svg,Jakob,False
182,,False,True,True,True,False,False,False,path/logo_93_path_full.svg,Julia,False
183,,True,False,True,False,False,False,False,path/logo_90_path_full.svg,Sarah_240321,True
184,2021-04-04 07:43:02.662000+00:00,False,True,True,True,True,False,False,path/logo_291_path_full.svg,Rebecca,False
185,,False,False,True,True,False,False,False,path/logo_153_path_full.svg,Sarah_240321,False
186,2021-04-04 09:40:49.919000+00:00,False,True,True,False,True,False,False,path/logo_310_path_full.svg,Kim,False
187,,False,True,True,True,False,False,False,path/logo_23_path_full.svg,Niklas,False
188,,False,False,False,False,False,False,False,path/logo_8_path_full.svg,Jonas,False
189,,False,False,True,True,False,False,False,path/logo_91_path_full.svg,Sarah_240321,False
190,,False,False,False,True,False,True,True,path/logo_53_path_full.svg,Niklas,False
191,,False,False,False,True,False,False,True,path/logo_135_path_full.svg,Kikipu,False
192,,True,True,True,True,True,False,True,path/logo_1_path_full.svg,Jonathan,True
193,,False,False,True,False,False,False,False,path/logo_178_path_full.svg,Ramo,False
194,2021-04-04 09:40:22.391000+00:00,True,True,True,True,True,True,True,path/logo_305_path_full.svg,Kim,True
195,2021-04-04 09:56:34.928000+00:00,False,False,True,False,False,False,False,path/logo_425_path_full.svg,Kim,False
196,,False,False,True,False,False,True,False,path/logo_10_path_full.svg,Sarah_240321,False
197,,False,True,False,False,False,False,False,path/logo_177_path_full.svg,Kikipu,False
198,,False,True,True,True,False,False,False,path/logo_144_path_full.svg,Julia,False
199,,False,False,False,False,False,False,False,path/logo_66_path_full.svg,TestJani,True
200,2021-04-03 12:14:51.038000+00:00,True,True,True,True,True,False,True,path/logo_272_path_full.svg,Jonathan,False
201,,False,False,True,False,False,False,False,path/logo_18_path_full.svg,Kikipu,False
202,,False,False,True,True,False,False,False,path/logo_96_path_full.svg,rebecca,False
203,,False,True,True,True,False,False,False,path/logo_5_path_full.svg,Lena,False
204,,False,False,False,True,False,True,False,path/logo_121_path_full.svg,Jakob,False
205,,False,False,True,True,False,False,False,path/logo_153_path_full.svg,Niklas,False
206,,False,False,True,True,False,False,False,path/logo_96_path_full.svg,Niklas,False
207,,False,False,True,True,False,False,True,path/logo_162_path_full.svg,Tim_Harry,False
208,,False,True,True,True,False,False,False,path/logo_92_path_full.svg,Jani,False
209,,False,False,False,False,False,True,False,path/logo_21_path_full.svg,rebecca,True
210,2021-04-04 09:52:28.045000+00:00,False,False,True,False,False,False,False,path/logo_401_path_full.svg,Kim,False
211,,False,True,True,True,False,False,False,path/logo_40_path_full.svg,Jonathan,False
212,,False,False,True,False,False,False,False,path/logo_13_path_full.svg,Jani,False
213,,False,False,True,False,False,False,False,path/logo_147_path_full.svg,Niklas,False
214,2021-04-03 12:59:21.517000+00:00,False,True,True,True,True,False,False,path/logo_435_path_full.svg,Jan B.,False
215,,True,False,False,False,False,True,True,path/logo_86_path_full.svg,rebecca,True
216,,True,True,True,True,True,False,True,path/logo_1_path_full.svg,Jonathan,True
217,,False,False,False,False,False,False,False,path/logo_58_path_full.svg,TestJani,True
218,2021-04-03 12:36:18.978000+00:00,False,False,True,False,False,False,False,path/logo_311_path_full.svg,Tim ,False
219,,False,False,False,False,False,False,False,path/logo_88_path_full.svg,TestJani,True
220,,False,True,True,True,False,False,False,path/logo_142_path_full.svg,Niklas,False
221,,False,False,True,True,False,False,False,path/logo_19_path_full.svg,Lena,False
222,,False,False,False,False,False,False,False,path/logo_23_path_full.svg,TestJani,True
223,2021-04-03 12:40:37.294000+00:00,False,False,True,True,False,False,False,path/logo_269_path_full.svg,Sarah,False
224,,False,False,True,True,False,False,False,path/logo_164_path_full.svg,Niklas,False
225,2021-04-03 12:43:09.468000+00:00,False,False,True,False,False,False,False,path/logo_277_path_full.svg,Jan B.,False
226,,False,False,False,False,False,False,False,path/logo_120_path_full.svg,TestJani,False
227,,False,False,False,False,False,False,False,path/logo_15_path_full.svg,TestJani,True
228,2021-04-03 12:55:40.688000+00:00,False,False,False,False,False,False,False,path/logo_391_path_full.svg,Jan B.,False
229,2021-04-03 11:54:14.593000+00:00,False,False,True,True,False,False,False,path/logo_410_path_full.svg,Jakob,False
230,,True,True,True,True,True,True,True,path/logo_101_path_full.svg,Jani,True
231,,True,True,True,True,True,False,True,path/logo_110_path_full.svg,Niklas,False
232,,False,False,True,True,False,False,False,path/logo_160_path_full.svg,Julia,False
233,2021-04-03 12:41:29.100000+00:00,False,False,True,False,False,False,False,path/logo_271_path_full.svg,Jan B.,False
234,,False,False,True,False,False,False,False,path/logo_30_path_full.svg,Niklas,False
235,,False,False,True,True,False,False,False,path/logo_171_path_full.svg,Tim_Harry,False
236,,False,True,True,True,False,False,False,path/logo_148_path_full.svg,rebecca,False
237,2021-05-06 09:28:45.845000+00:00,False,False,False,False,False,False,False,path/logo_201_path_full.svg,Tim,False
238,,True,True,True,True,True,False,True,path/logo_111_path_full.svg,Sarah_240321,False
239,,False,False,False,False,False,False,False,path/logo_36_path_full.svg,TestJani,True
240,2021-04-04 07:43:13.781000+00:00,False,True,True,True,True,False,False,path/logo_294_path_full.svg,Rebecca,False
241,,False,False,True,False,False,False,False,path/logo_46_path_full.svg,Julia,False
242,,False,False,True,True,False,True,False,path/logo_87_path_full.svg,Niklas,False
243,2021-04-03 11:50:24.194000+00:00,True,False,True,True,False,False,False,path/logo_333_path_full.svg,Jakob,False
244,2021-04-03 11:55:04.140000+00:00,False,False,True,False,False,False,False,path/logo_434_path_full.svg,Jakob,False
245,2021-04-03 12:25:49.065000+00:00,False,True,True,True,False,False,False,path/logo_197_path_full.svg,Tim ,False
246,2021-04-03 12:37:45.268000+00:00,False,True,True,True,False,False,False,path/logo_328_path_full.svg,Tim ,False
247,,True,True,False,True,False,False,False,path/logo_135_path_full.svg,Niklas,True
248,2021-04-03 14:44:31.525000+00:00,False,False,False,False,False,False,False,path/logo_277_path_full.svg,Löschen,False
249,,False,False,True,False,False,False,False,path/logo_35_path_full.svg,Niklas,False
250,2021-04-03 12:44:53.699000+00:00,False,False,True,False,False,False,False,path/logo_338_path_full.svg,Sarah,False
251,2021-04-03 12:37:24.200000+00:00,False,True,True,True,False,False,False,path/logo_323_path_full.svg,Tim ,False
252,,False,True,True,True,False,False,False,path/logo_112_path_full.svg,Jani,False
253,2021-04-03 12:20:49.198000+00:00,False,True,True,True,False,False,False,path/logo_323_path_full.svg,Jonathan,False
254,2021-04-04 07:51:00.582000+00:00,False,True,True,True,True,False,False,path/logo_387_path_full.svg,Rebecca,False
255,,False,False,True,True,False,False,False,path/logo_9_path_full.svg,Sarah_240321,False
256,,False,False,False,False,False,False,False,path/logo_137_path_full.svg,Ramo,False
257,,False,False,True,True,False,False,False,path/logo_150_path_full.svg,Jakob,False
258,,False,False,False,False,False,False,False,path/logo_175_path_full.svg,TestJani,False
259,,False,True,True,True,False,False,True,path/logo_156_path_full.svg,Jani,True
260,2021-04-03 12:31:10.028000+00:00,False,True,True,True,False,False,False,path/logo_420_path_full.svg,Jonathan,False
261,,False,True,True,True,False,False,False,path/logo_107_path_full.svg,Jani,False
262,2021-04-04 09:33:32.896000+00:00,False,True,True,True,False,False,True,path/logo_242_path_full.svg,Kim,True
263,,False,False,True,True,False,False,False,path/logo_68_path_full.svg,Sarah_240321,False
264,,False,False,True,False,False,False,False,path/logo_34_path_full.svg,Niklas,False
265,,False,False,True,True,False,False,False,path/logo_66_path_full.svg,Kikipu,False
266,2021-04-03 12:58:54.136000+00:00,False,False,True,False,False,False,False,path/logo_428_path_full.svg,Jan B.,False
267,2021-04-03 12:54:55.631000+00:00,False,False,True,False,True,True,False,path/logo_384_path_full.svg,Jan B.,False
268,2021-04-03 12:24:55.714000+00:00,False,False,True,False,False,False,False,path/logo_351_path_full.svg,Jonathan,False
269,2021-04-04 09:52:43.540000+00:00,True,False,False,False,False,False,False,path/logo_404_path_full.svg,Kim,False
270,2021-04-04 07:44:44.485000+00:00,False,True,True,True,False,False,False,path/logo_317_path_full.svg,Rebecca,False
271,,False,False,True,True,False,False,False,path/logo_166_path_full.svg,Niklas,False
272,,False,False,True,False,False,False,False,path/logo_189_path_full.svg,Niklas,False
273,,False,False,True,True,False,True,False,path/logo_143_path_full.svg,Sarah_240321,False
274,2021-04-03 12:50:04.487000+00:00,False,False,True,False,False,False,False,path/logo_416_path_full.svg,Sarah,False
275,,False,False,True,False,False,False,False,path/logo_47_path_full.svg,Lena,False
276,,False,False,False,False,False,False,False,path/logo_26_path_full.svg,TestJani,False
277,2021-04-03 12:13:54.134000+00:00,False,False,True,False,False,False,False,path/logo_265_path_full.svg,Jonathan,False
278,2021-04-04 07:52:32.009000+00:00,True,False,True,False,False,False,False,path/logo_408_path_full.svg,Rebecca,False
279,2021-04-03 12:39:41.688000+00:00,False,True,True,True,False,False,False,path/logo_253_path_full.svg,Sarah,False
280,,False,False,False,False,False,False,False,path/logo_14_path_full.svg,TestJani,True
281,,True,True,True,True,True,False,True,path/logo_110_path_full.svg,Sarah_240321,False
282,,False,False,True,False,False,False,False,path/logo_18_path_full.svg,Julia,False
283,2021-04-04 09:46:23.464000+00:00,False,False,True,False,False,False,False,path/logo_366_path_full.svg,Kim,False
284,,False,False,True,True,False,False,False,path/logo_183_path_full.svg,Julia,False
285,2021-04-03 12:39:29.527000+00:00,False,False,False,False,False,False,False,path/logo_250_path_full.svg,Sarah,False
286,2021-04-03 12:29:25.399000+00:00,True,False,False,False,False,False,False,path/logo_221_path_full.svg,Jan B.,False
287,,False,False,True,True,False,False,False,path/logo_185_path_full.svg,Julia,False
288,2021-04-03 12:43:24.081000+00:00,False,False,True,True,False,False,False,path/logo_280_path_full.svg,Jan B.,False
289,2021-04-04 07:34:53.931000+00:00,False,False,True,False,False,False,False,path/logo_197_path_full.svg,Rebecca,False
290,,False,False,True,False,False,False,False,path/logo_66_path_full.svg,Ramo,False
291,2021-04-03 12:43:19.812000+00:00,False,False,True,False,False,False,False,path/logo_313_path_full.svg,Sarah,False
292,,False,False,True,False,False,False,False,path/logo_69_path_full.svg,Ramo,False
293,2021-04-03 11:54:24.762000+00:00,False,False,True,True,False,False,False,path/logo_415_path_full.svg,Jakob,False
294,2021-04-03 12:42:11.282000+00:00,False,False,True,False,False,False,False,path/logo_297_path_full.svg,Sarah,False
295,,True,False,False,False,True,False,True,path/logo_67_path_full.svg,rebecca,False
296,,False,False,True,False,False,False,False,path/logo_182_path_full.svg,rebecca,False
297,2021-04-03 12:41:06.748000+00:00,False,False,True,False,False,False,False,path/logo_279_path_full.svg,Sarah,False
298,,True,False,False,True,False,False,False,path/logo_103_path_full.svg,Ramo,False
299,,False,True,True,True,False,False,False,path/logo_39_path_full.svg,Tim_Harry,False
300,,False,False,True,True,False,False,False,path/logo_160_path_full.svg,Jakob,False
301,2021-04-04 09:27:25.820000+00:00,True,False,False,False,False,False,False,path/logo_221_path_full.svg,Kim,False
302,,False,False,True,False,False,False,False,path/logo_62_path_full.svg,Niklas,False
303,,False,False,False,False,False,True,True,path/logo_50_path_full.svg,Ramo,True
