path_0,path_1,path_2,path_3,path_4,path_5,path_6,path_7,logo_id,animation_id,animation_file
True,True,True,False,False,False,False,False,378,1,animation/logo_378_animation_1.svg
True,True,True,False,False,False,False,False,378,2,animation/logo_378_animation_2.svg
True,True,True,False,False,False,False,False,378,3,animation/logo_378_animation_3.svg
True,True,True,False,False,False,False,False,378,4,animation/logo_378_animation_4.svg
True,True,True,False,False,False,False,False,378,5,animation/logo_378_animation_5.svg
True,True,True,False,False,False,False,False,378,6,animation/logo_378_animation_6.svg
True,True,True,False,False,False,False,False,378,7,animation/logo_378_animation_7.svg
True,True,True,False,False,False,False,False,378,8,animation/logo_378_animation_8.svg
True,True,True,False,False,False,False,False,378,9,animation/logo_378_animation_9.svg
True,True,True,False,False,False,False,False,378,10,animation/logo_378_animation_10.svg
True,True,True,False,False,False,False,False,378,11,animation/logo_378_animation_11.svg
True,True,True,False,False,False,False,False,378,12,animation/logo_378_animation_12.svg
True,True,True,False,False,False,False,False,378,13,animation/logo_378_animation_13.svg
True,True,True,False,False,False,False,False,378,14,animation/logo_378_animation_14.svg
True,True,True,False,False,False,False,False,378,15,animation/logo_378_animation_15.svg
True,True,True,False,False,False,False,False,378,16,animation/logo_378_animation_16.svg
True,True,True,False,False,False,False,False,378,17,animation/logo_378_animation_17.svg
True,True,True,False,False,False,False,False,378,18,animation/logo_378_animation_18.svg
True,True,True,False,False,False,False,False,378,19,animation/logo_378_animation_19.svg
True,True,True,False,False,False,False,False,378,20,animation/logo_378_animation_20.svg
True,True,True,False,False,False,False,False,378,21,animation/logo_378_animation_21.svg
True,True,True,False,False,False,False,False,378,22,animation/logo_378_animation_22.svg
True,True,True,False,False,False,False,False,378,23,animation/logo_378_animation_23.svg
True,True,True,False,False,False,False,False,378,24,animation/logo_378_animation_24.svg
False,False,False,False,False,True,True,True,50,0,animation/logo_50_animation_0.svg
False,False,False,False,False,True,True,True,50,1,animation/logo_50_animation_1.svg
False,False,False,False,False,True,True,True,50,2,animation/logo_50_animation_2.svg
False,False,False,False,False,True,True,True,50,3,animation/logo_50_animation_3.svg
True,True,False,False,True,True,True,True,50,4,animation/logo_50_animation_4.svg
False,False,False,False,False,True,True,True,50,5,animation/logo_50_animation_5.svg
True,False,False,False,False,True,True,True,50,6,animation/logo_50_animation_6.svg
False,False,False,False,True,True,True,True,50,7,animation/logo_50_animation_7.svg
True,False,False,False,False,True,True,True,50,8,animation/logo_50_animation_8.svg
False,False,False,False,False,True,True,True,50,9,animation/logo_50_animation_9.svg
True,False,False,False,False,True,True,True,50,10,animation/logo_50_animation_10.svg
False,False,False,False,False,True,True,True,50,11,animation/logo_50_animation_11.svg
False,False,False,False,False,True,False,True,50,12,animation/logo_50_animation_12.svg
True,False,True,False,False,True,True,True,50,13,animation/logo_50_animation_13.svg
False,False,False,False,False,True,True,True,50,14,animation/logo_50_animation_14.svg
True,False,False,False,False,True,True,True,50,15,animation/logo_50_animation_15.svg
False,False,False,False,False,True,True,True,50,16,animation/logo_50_animation_16.svg
False,False,False,False,False,True,True,True,50,17,animation/logo_50_animation_17.svg
False,False,False,False,False,True,True,False,50,18,animation/logo_50_animation_18.svg
False,False,False,False,False,True,True,True,50,19,animation/logo_50_animation_19.svg
False,False,False,False,False,True,True,True,50,20,animation/logo_50_animation_20.svg
False,False,False,False,False,False,True,True,50,21,animation/logo_50_animation_21.svg
False,False,False,False,False,True,True,True,50,22,animation/logo_50_animation_22.svg
False,True,False,False,False,True,True,False,50,23,animation/logo_50_animation_23.svg
True,True,False,False,True,True,True,True,50,24,animation/logo_50_animation_24.svg
False,True,True,True,True,False,False,False,88,0,animation/logo_88_animation_0.svg
False,True,True,True,True,False,False,False,88,1,animation/logo_88_animation_1.svg
False,True,True,True,True,False,False,False,88,2,animation/logo_88_animation_2.svg
False,True,True,True,True,False,False,False,88,3,animation/logo_88_animation_3.svg
False,True,True,True,True,False,False,False,88,4,animation/logo_88_animation_4.svg
False,True,True,True,True,False,False,False,88,5,animation/logo_88_animation_5.svg
False,True,True,True,True,False,False,False,88,6,animation/logo_88_animation_6.svg
False,True,True,True,True,False,False,False,88,7,animation/logo_88_animation_7.svg
False,True,True,True,True,False,False,False,88,8,animation/logo_88_animation_8.svg
False,True,True,True,True,False,False,False,88,9,animation/logo_88_animation_9.svg
False,True,True,True,True,False,False,False,88,10,animation/logo_88_animation_10.svg
False,True,True,True,True,False,False,False,88,11,animation/logo_88_animation_11.svg
False,True,True,True,True,False,False,False,88,12,animation/logo_88_animation_12.svg
False,True,True,True,True,False,False,False,88,13,animation/logo_88_animation_13.svg
False,True,True,True,True,False,False,False,88,14,animation/logo_88_animation_14.svg
False,True,True,True,True,False,False,False,88,15,animation/logo_88_animation_15.svg
False,True,True,True,True,False,False,False,88,16,animation/logo_88_animation_16.svg
False,True,True,True,True,False,False,False,88,17,animation/logo_88_animation_17.svg
False,True,True,True,True,False,False,False,88,18,animation/logo_88_animation_18.svg
False,True,True,True,True,False,False,False,88,19,animation/logo_88_animation_19.svg
False,True,True,True,True,False,False,False,88,20,animation/logo_88_animation_20.svg
False,True,True,True,True,False,False,False,88,21,animation/logo_88_animation_21.svg
False,True,True,True,True,False,False,False,88,22,animation/logo_88_animation_22.svg
False,True,True,True,True,False,False,False,88,23,animation/logo_88_animation_23.svg
False,True,True,True,True,False,False,False,88,24,animation/logo_88_animation_24.svg
True,False,False,False,False,False,False,False,147,0,animation/logo_147_animation_0.svg
True,False,False,False,False,False,False,False,147,1,animation/logo_147_animation_1.svg
True,False,False,False,False,False,False,False,147,2,animation/logo_147_animation_2.svg
True,False,False,False,False,False,False,False,147,3,animation/logo_147_animation_3.svg
True,False,False,False,False,False,False,False,147,4,animation/logo_147_animation_4.svg
True,False,False,False,False,False,False,False,147,5,animation/logo_147_animation_5.svg
True,False,False,False,False,False,False,False,147,6,animation/logo_147_animation_6.svg
True,False,False,False,False,False,False,False,147,7,animation/logo_147_animation_7.svg
True,False,False,False,False,False,False,False,147,8,animation/logo_147_animation_8.svg
True,False,False,False,False,False,False,False,147,9,animation/logo_147_animation_9.svg
True,False,False,False,False,False,False,False,147,10,animation/logo_147_animation_10.svg
True,False,False,False,False,False,False,False,147,11,animation/logo_147_animation_11.svg
True,False,False,False,False,False,False,False,147,12,animation/logo_147_animation_12.svg
True,False,False,False,False,False,False,False,147,13,animation/logo_147_animation_13.svg
True,False,False,False,False,False,False,False,147,14,animation/logo_147_animation_14.svg
True,False,False,False,False,False,False,False,147,15,animation/logo_147_animation_15.svg
True,False,False,False,False,False,False,False,147,16,animation/logo_147_animation_16.svg
True,False,False,False,False,False,False,False,147,17,animation/logo_147_animation_17.svg
True,False,False,False,False,False,False,False,147,18,animation/logo_147_animation_18.svg
True,False,False,False,False,False,False,False,147,19,animation/logo_147_animation_19.svg
True,False,False,False,False,False,False,False,147,20,animation/logo_147_animation_20.svg
True,False,False,False,False,False,False,False,147,21,animation/logo_147_animation_21.svg
True,False,False,False,False,False,False,False,147,22,animation/logo_147_animation_22.svg
True,False,False,False,False,False,False,False,147,23,animation/logo_147_animation_23.svg
True,False,False,False,False,False,False,False,147,24,animation/logo_147_animation_24.svg
True,True,True,False,False,False,False,False,129,0,animation/logo_129_animation_0.svg
True,False,True,False,False,False,False,False,129,1,animation/logo_129_animation_1.svg
True,True,True,False,False,False,False,False,129,2,animation/logo_129_animation_2.svg
True,True,True,False,False,False,False,False,129,3,animation/logo_129_animation_3.svg
True,True,True,False,False,False,False,False,129,4,animation/logo_129_animation_4.svg
True,True,True,False,False,False,False,False,129,5,animation/logo_129_animation_5.svg
True,True,True,False,False,False,False,False,129,6,animation/logo_129_animation_6.svg
False,True,True,False,False,False,False,False,129,7,animation/logo_129_animation_7.svg
True,True,True,False,False,False,False,False,129,8,animation/logo_129_animation_8.svg
False,True,True,False,False,False,False,False,129,9,animation/logo_129_animation_9.svg
True,True,True,False,False,False,False,False,129,10,animation/logo_129_animation_10.svg
True,True,True,False,False,False,False,False,129,11,animation/logo_129_animation_11.svg
True,True,False,False,False,False,False,False,129,12,animation/logo_129_animation_12.svg
True,True,True,False,False,False,False,False,129,13,animation/logo_129_animation_13.svg
True,True,True,False,False,False,False,True,129,14,animation/logo_129_animation_14.svg
True,False,True,False,False,False,False,False,129,15,animation/logo_129_animation_15.svg
True,True,True,False,False,False,False,False,129,16,animation/logo_129_animation_16.svg
True,True,True,False,False,False,False,True,129,17,animation/logo_129_animation_17.svg
True,True,True,False,False,False,False,False,129,18,animation/logo_129_animation_18.svg
True,True,True,False,False,False,False,False,129,19,animation/logo_129_animation_19.svg
True,True,False,False,False,False,False,False,129,20,animation/logo_129_animation_20.svg
False,True,False,False,False,False,False,False,129,21,animation/logo_129_animation_21.svg
True,True,True,False,False,False,False,False,129,22,animation/logo_129_animation_22.svg
True,True,True,False,False,False,False,False,129,23,animation/logo_129_animation_23.svg
True,True,True,False,False,False,False,False,129,24,animation/logo_129_animation_24.svg
True,True,False,False,False,False,False,False,215,0,animation/logo_215_animation_0.svg
True,True,False,False,False,False,False,False,215,1,animation/logo_215_animation_1.svg
True,True,False,False,False,False,False,False,215,2,animation/logo_215_animation_2.svg
True,True,False,False,False,False,False,False,215,3,animation/logo_215_animation_3.svg
True,True,False,False,False,False,False,False,215,4,animation/logo_215_animation_4.svg
True,True,False,False,False,False,False,False,215,5,animation/logo_215_animation_5.svg
True,True,False,False,False,False,False,False,215,6,animation/logo_215_animation_6.svg
True,True,False,False,False,False,False,False,215,7,animation/logo_215_animation_7.svg
True,True,False,False,False,False,False,False,215,8,animation/logo_215_animation_8.svg
True,True,False,False,False,False,False,False,215,9,animation/logo_215_animation_9.svg
True,True,False,False,False,False,False,False,215,10,animation/logo_215_animation_10.svg
True,True,False,False,False,False,False,False,215,11,animation/logo_215_animation_11.svg
True,True,False,False,False,False,False,False,215,12,animation/logo_215_animation_12.svg
True,True,False,False,False,False,False,False,215,13,animation/logo_215_animation_13.svg
True,True,False,False,False,False,False,False,215,14,animation/logo_215_animation_14.svg
True,True,False,False,False,False,False,False,215,15,animation/logo_215_animation_15.svg
True,True,False,False,False,False,False,False,215,16,animation/logo_215_animation_16.svg
True,True,False,False,False,False,False,False,215,17,animation/logo_215_animation_17.svg
True,True,False,False,False,False,False,False,215,18,animation/logo_215_animation_18.svg
True,True,False,False,False,False,False,False,215,19,animation/logo_215_animation_19.svg
True,True,False,False,False,False,False,False,215,20,animation/logo_215_animation_20.svg
True,True,False,False,False,False,False,False,215,21,animation/logo_215_animation_21.svg
True,True,False,False,False,False,False,False,215,22,animation/logo_215_animation_22.svg
True,True,False,False,False,False,False,False,215,23,animation/logo_215_animation_23.svg
True,True,False,False,False,False,False,False,215,24,animation/logo_215_animation_24.svg
True,False,False,False,False,False,True,False,428,0,animation/logo_428_animation_0.svg
True,False,False,False,False,False,False,False,428,1,animation/logo_428_animation_1.svg
True,False,False,False,False,False,False,False,428,2,animation/logo_428_animation_2.svg
True,False,False,True,False,False,False,False,428,3,animation/logo_428_animation_3.svg
True,True,False,False,True,False,False,False,428,4,animation/logo_428_animation_4.svg
True,False,True,False,False,False,False,False,428,5,animation/logo_428_animation_5.svg
True,True,False,False,False,False,False,False,428,6,animation/logo_428_animation_6.svg
True,False,False,True,False,False,False,False,428,7,animation/logo_428_animation_7.svg
True,True,False,False,False,False,False,False,428,8,animation/logo_428_animation_8.svg
True,False,False,False,False,False,False,False,428,9,animation/logo_428_animation_9.svg
True,False,False,False,False,False,False,False,428,10,animation/logo_428_animation_10.svg
True,False,False,False,False,False,False,True,428,11,animation/logo_428_animation_11.svg
True,False,False,False,True,False,True,False,428,12,animation/logo_428_animation_12.svg
True,True,True,False,False,False,False,False,428,13,animation/logo_428_animation_13.svg
True,True,False,True,False,False,False,True,428,14,animation/logo_428_animation_14.svg
True,False,False,False,False,False,False,False,428,15,animation/logo_428_animation_15.svg
True,False,False,False,False,False,False,False,428,16,animation/logo_428_animation_16.svg
True,False,False,False,False,False,False,False,428,17,animation/logo_428_animation_17.svg
True,True,True,False,True,False,False,True,428,18,animation/logo_428_animation_18.svg
True,False,False,False,False,False,True,False,428,19,animation/logo_428_animation_19.svg
True,True,False,False,False,False,False,False,428,20,animation/logo_428_animation_20.svg
True,False,False,False,False,False,False,False,428,21,animation/logo_428_animation_21.svg
True,False,True,False,False,False,False,True,428,22,animation/logo_428_animation_22.svg
True,False,False,False,False,False,False,False,428,23,animation/logo_428_animation_23.svg
True,True,False,False,True,False,False,False,428,24,animation/logo_428_animation_24.svg
True,False,False,False,False,False,False,False,189,0,animation/logo_189_animation_0.svg
True,False,False,False,False,False,False,False,189,1,animation/logo_189_animation_1.svg
True,False,False,False,False,False,False,False,189,2,animation/logo_189_animation_2.svg
True,False,False,False,False,False,False,False,189,3,animation/logo_189_animation_3.svg
True,True,False,False,False,False,False,False,189,4,animation/logo_189_animation_4.svg
True,False,False,False,False,False,False,False,189,5,animation/logo_189_animation_5.svg
True,True,False,False,False,False,False,False,189,6,animation/logo_189_animation_6.svg
False,True,False,False,False,False,False,False,189,7,animation/logo_189_animation_7.svg
True,True,False,False,False,False,False,False,189,8,animation/logo_189_animation_8.svg
True,False,False,False,False,False,False,False,189,10,animation/logo_189_animation_10.svg
True,False,False,False,False,False,False,False,189,11,animation/logo_189_animation_11.svg
True,False,False,False,False,False,False,False,189,12,animation/logo_189_animation_12.svg
True,True,False,False,False,False,False,False,189,13,animation/logo_189_animation_13.svg
True,True,False,False,False,False,False,False,189,14,animation/logo_189_animation_14.svg
True,False,False,False,False,False,False,False,189,15,animation/logo_189_animation_15.svg
True,False,False,False,False,False,False,False,189,16,animation/logo_189_animation_16.svg
True,False,False,False,False,False,False,False,189,17,animation/logo_189_animation_17.svg
True,True,False,False,False,False,False,False,189,18,animation/logo_189_animation_18.svg
True,False,False,False,False,False,False,False,189,19,animation/logo_189_animation_19.svg
True,True,False,False,False,False,False,False,189,20,animation/logo_189_animation_20.svg
True,False,False,False,False,False,False,False,189,22,animation/logo_189_animation_22.svg
True,True,False,False,False,False,False,False,189,23,animation/logo_189_animation_23.svg
True,True,False,False,False,False,False,False,189,24,animation/logo_189_animation_24.svg
True,True,True,False,False,False,False,False,203,0,animation/logo_203_animation_0.svg
True,True,True,False,False,False,False,False,203,1,animation/logo_203_animation_1.svg
True,True,True,False,False,False,False,False,203,2,animation/logo_203_animation_2.svg
True,True,True,False,False,False,False,False,203,3,animation/logo_203_animation_3.svg
True,True,True,False,False,False,False,False,203,4,animation/logo_203_animation_4.svg
True,True,True,False,False,False,False,False,203,5,animation/logo_203_animation_5.svg
True,True,True,False,False,False,False,False,203,6,animation/logo_203_animation_6.svg
True,True,True,False,False,False,False,False,203,7,animation/logo_203_animation_7.svg
True,True,True,False,False,False,False,False,203,8,animation/logo_203_animation_8.svg
True,True,True,False,False,False,False,False,203,9,animation/logo_203_animation_9.svg
True,True,True,False,False,False,False,False,203,10,animation/logo_203_animation_10.svg
True,True,True,False,False,False,False,False,203,11,animation/logo_203_animation_11.svg
True,True,True,False,False,False,False,False,203,12,animation/logo_203_animation_12.svg
True,True,True,False,False,False,False,False,203,13,animation/logo_203_animation_13.svg
True,True,True,False,False,False,False,False,203,14,animation/logo_203_animation_14.svg
True,True,True,False,False,False,False,False,203,15,animation/logo_203_animation_15.svg
True,True,True,False,False,False,False,False,203,16,animation/logo_203_animation_16.svg
True,True,True,False,False,False,False,False,203,17,animation/logo_203_animation_17.svg
True,True,True,False,False,False,False,False,203,18,animation/logo_203_animation_18.svg
True,True,True,False,False,False,False,False,203,19,animation/logo_203_animation_19.svg
True,True,True,False,False,False,False,False,203,20,animation/logo_203_animation_20.svg
True,True,True,False,False,False,False,False,203,21,animation/logo_203_animation_21.svg
True,True,True,False,False,False,False,False,203,22,animation/logo_203_animation_22.svg
True,True,True,False,False,False,False,False,203,23,animation/logo_203_animation_23.svg
True,True,True,False,False,False,False,False,203,24,animation/logo_203_animation_24.svg
True,True,False,False,False,False,True,False,6,0,animation/logo_6_animation_0.svg
True,False,False,False,False,False,False,False,6,1,animation/logo_6_animation_1.svg
True,True,False,False,False,False,False,False,6,2,animation/logo_6_animation_2.svg
True,True,True,False,False,False,False,False,6,3,animation/logo_6_animation_3.svg
True,True,True,True,False,False,False,False,6,4,animation/logo_6_animation_4.svg
True,False,True,False,False,False,False,False,6,5,animation/logo_6_animation_5.svg
True,True,False,False,False,False,False,False,6,6,animation/logo_6_animation_6.svg
False,True,True,False,False,False,False,False,6,7,animation/logo_6_animation_7.svg
True,True,False,False,False,False,False,False,6,8,animation/logo_6_animation_8.svg
False,True,False,False,False,False,False,False,6,9,animation/logo_6_animation_9.svg
True,True,False,False,False,False,False,False,6,10,animation/logo_6_animation_10.svg
True,True,False,False,False,False,True,False,6,11,animation/logo_6_animation_11.svg
True,True,False,True,False,True,False,False,6,12,animation/logo_6_animation_12.svg
True,True,True,False,False,False,False,False,6,13,animation/logo_6_animation_13.svg
True,True,False,True,False,False,False,False,6,14,animation/logo_6_animation_14.svg
True,False,False,False,False,False,False,False,6,15,animation/logo_6_animation_15.svg
True,True,False,False,False,False,False,True,6,16,animation/logo_6_animation_16.svg
True,False,False,False,False,False,False,False,6,17,animation/logo_6_animation_17.svg
True,True,True,False,True,False,False,False,6,18,animation/logo_6_animation_18.svg
False,True,False,False,False,False,False,True,6,19,animation/logo_6_animation_19.svg
True,True,False,False,False,False,False,False,6,20,animation/logo_6_animation_20.svg
False,True,False,False,False,False,False,False,6,21,animation/logo_6_animation_21.svg
True,True,False,False,False,False,False,False,6,22,animation/logo_6_animation_22.svg
True,True,False,False,False,False,False,False,6,23,animation/logo_6_animation_23.svg
True,True,False,False,True,False,False,False,6,24,animation/logo_6_animation_24.svg
True,True,False,False,False,False,False,False,151,0,animation/logo_151_animation_0.svg
True,True,False,False,False,False,False,False,151,1,animation/logo_151_animation_1.svg
True,True,False,False,False,False,False,False,151,2,animation/logo_151_animation_2.svg
True,True,False,False,False,False,False,False,151,3,animation/logo_151_animation_3.svg
True,True,False,False,False,False,False,False,151,4,animation/logo_151_animation_4.svg
True,True,False,False,False,False,False,False,151,5,animation/logo_151_animation_5.svg
True,True,False,False,False,False,False,False,151,6,animation/logo_151_animation_6.svg
True,True,False,False,False,False,False,False,151,7,animation/logo_151_animation_7.svg
True,True,False,False,False,False,False,False,151,8,animation/logo_151_animation_8.svg
True,True,False,False,False,False,False,False,151,9,animation/logo_151_animation_9.svg
True,True,False,False,False,False,False,False,151,10,animation/logo_151_animation_10.svg
True,True,False,False,False,False,False,True,151,11,animation/logo_151_animation_11.svg
True,True,False,False,False,False,False,False,151,12,animation/logo_151_animation_12.svg
True,True,False,False,False,False,False,False,151,13,animation/logo_151_animation_13.svg
True,True,False,False,False,False,False,False,151,14,animation/logo_151_animation_14.svg
True,True,False,False,False,False,False,False,151,15,animation/logo_151_animation_15.svg
True,True,False,False,False,False,False,True,151,16,animation/logo_151_animation_16.svg
True,True,False,False,False,False,False,False,151,17,animation/logo_151_animation_17.svg
True,True,False,False,False,True,False,False,151,18,animation/logo_151_animation_18.svg
True,True,False,False,False,False,False,False,151,19,animation/logo_151_animation_19.svg
True,True,False,False,False,False,False,False,151,20,animation/logo_151_animation_20.svg
True,True,False,False,False,False,False,False,151,21,animation/logo_151_animation_21.svg
True,True,False,False,False,False,False,True,151,22,animation/logo_151_animation_22.svg
True,True,False,False,False,False,False,False,151,23,animation/logo_151_animation_23.svg
True,True,False,False,False,False,False,False,151,24,animation/logo_151_animation_24.svg
True,False,False,False,False,False,False,True,28,0,animation/logo_28_animation_0.svg
True,False,False,False,False,False,False,False,28,1,animation/logo_28_animation_1.svg
True,False,False,False,False,False,False,False,28,2,animation/logo_28_animation_2.svg
True,False,False,False,False,False,False,False,28,3,animation/logo_28_animation_3.svg
True,False,False,False,False,False,False,False,28,4,animation/logo_28_animation_4.svg
True,False,False,False,False,False,False,False,28,5,animation/logo_28_animation_5.svg
True,False,False,False,False,False,False,False,28,6,animation/logo_28_animation_6.svg
True,False,False,False,False,False,False,False,28,8,animation/logo_28_animation_8.svg
True,False,False,False,False,False,False,False,28,10,animation/logo_28_animation_10.svg
True,False,False,False,False,False,False,True,28,11,animation/logo_28_animation_11.svg
True,False,False,False,False,False,False,True,28,12,animation/logo_28_animation_12.svg
True,False,False,False,False,False,False,False,28,13,animation/logo_28_animation_13.svg
True,False,False,False,False,False,False,False,28,14,animation/logo_28_animation_14.svg
True,False,False,False,False,False,False,False,28,15,animation/logo_28_animation_15.svg
True,False,False,False,False,False,False,False,28,16,animation/logo_28_animation_16.svg
True,False,False,False,False,False,False,False,28,17,animation/logo_28_animation_17.svg
True,False,False,False,False,False,False,False,28,18,animation/logo_28_animation_18.svg
True,False,False,False,False,False,False,True,28,19,animation/logo_28_animation_19.svg
True,False,False,False,False,False,False,False,28,20,animation/logo_28_animation_20.svg
True,False,False,False,False,False,False,False,28,22,animation/logo_28_animation_22.svg
True,False,False,False,False,False,False,False,28,23,animation/logo_28_animation_23.svg
True,False,False,False,False,False,False,False,28,24,animation/logo_28_animation_24.svg
True,False,False,False,False,False,True,False,300,0,animation/logo_300_animation_0.svg
True,False,False,False,False,False,False,False,300,1,animation/logo_300_animation_1.svg
True,False,False,False,False,False,False,False,300,2,animation/logo_300_animation_2.svg
True,False,False,True,False,False,False,False,300,3,animation/logo_300_animation_3.svg
True,True,False,False,True,False,False,False,300,4,animation/logo_300_animation_4.svg
True,False,True,False,False,False,False,False,300,5,animation/logo_300_animation_5.svg
True,True,False,False,False,False,False,False,300,6,animation/logo_300_animation_6.svg
True,False,False,True,False,False,False,False,300,7,animation/logo_300_animation_7.svg
True,True,False,False,False,False,False,False,300,8,animation/logo_300_animation_8.svg
True,False,False,False,False,False,False,False,300,9,animation/logo_300_animation_9.svg
True,False,False,False,False,False,False,False,300,10,animation/logo_300_animation_10.svg
True,False,False,False,False,False,False,True,300,11,animation/logo_300_animation_11.svg
True,False,False,False,True,False,True,False,300,12,animation/logo_300_animation_12.svg
True,True,True,False,False,False,False,False,300,13,animation/logo_300_animation_13.svg
True,True,False,True,False,False,False,True,300,14,animation/logo_300_animation_14.svg
True,False,False,False,False,False,False,False,300,15,animation/logo_300_animation_15.svg
True,False,False,False,False,False,False,False,300,16,animation/logo_300_animation_16.svg
True,False,False,False,False,False,False,False,300,17,animation/logo_300_animation_17.svg
True,True,True,False,True,False,False,True,300,18,animation/logo_300_animation_18.svg
True,False,False,False,False,False,True,False,300,19,animation/logo_300_animation_19.svg
True,True,False,False,False,False,False,False,300,20,animation/logo_300_animation_20.svg
True,False,False,False,False,False,False,False,300,21,animation/logo_300_animation_21.svg
True,False,True,False,False,False,False,True,300,22,animation/logo_300_animation_22.svg
True,False,False,False,False,False,False,False,300,23,animation/logo_300_animation_23.svg
True,True,False,False,True,False,False,False,300,24,animation/logo_300_animation_24.svg
True,True,True,False,False,False,False,False,342,0,animation/logo_342_animation_0.svg
True,True,True,False,False,False,False,False,342,1,animation/logo_342_animation_1.svg
True,True,True,False,False,False,False,False,342,2,animation/logo_342_animation_2.svg
True,True,True,False,False,False,False,False,342,3,animation/logo_342_animation_3.svg
True,True,True,False,False,False,False,False,342,4,animation/logo_342_animation_4.svg
True,True,True,False,False,False,False,False,342,5,animation/logo_342_animation_5.svg
True,True,True,False,False,False,False,False,342,6,animation/logo_342_animation_6.svg
True,True,True,False,False,False,False,False,342,7,animation/logo_342_animation_7.svg
True,True,True,False,False,False,False,False,342,8,animation/logo_342_animation_8.svg
True,True,True,False,False,False,False,False,342,9,animation/logo_342_animation_9.svg
True,True,True,False,False,False,False,False,342,10,animation/logo_342_animation_10.svg
True,True,True,False,False,False,False,False,342,11,animation/logo_342_animation_11.svg
True,True,True,False,False,False,False,False,342,12,animation/logo_342_animation_12.svg
True,True,True,False,False,False,False,False,342,13,animation/logo_342_animation_13.svg
True,True,True,False,False,False,False,False,342,14,animation/logo_342_animation_14.svg
True,True,True,False,False,False,False,False,342,15,animation/logo_342_animation_15.svg
True,True,True,False,False,False,False,False,342,16,animation/logo_342_animation_16.svg
True,True,True,False,False,False,False,False,342,17,animation/logo_342_animation_17.svg
True,True,True,False,False,False,False,False,342,18,animation/logo_342_animation_18.svg
True,True,True,False,False,False,False,False,342,19,animation/logo_342_animation_19.svg
True,True,True,False,False,False,False,False,342,20,animation/logo_342_animation_20.svg
True,True,True,False,False,False,False,False,342,21,animation/logo_342_animation_21.svg
True,True,True,False,False,False,False,False,342,22,animation/logo_342_animation_22.svg
True,True,True,False,False,False,False,False,342,23,animation/logo_342_animation_23.svg
True,True,True,False,False,False,False,False,342,24,animation/logo_342_animation_24.svg
True,True,True,False,True,False,False,False,113,0,animation/logo_113_animation_0.svg
True,False,True,False,False,False,False,False,113,1,animation/logo_113_animation_1.svg
True,True,True,False,False,False,False,False,113,2,animation/logo_113_animation_2.svg
True,True,True,False,False,False,False,False,113,3,animation/logo_113_animation_3.svg
True,True,True,True,False,False,False,False,113,4,animation/logo_113_animation_4.svg
False,True,True,False,False,False,False,False,113,5,animation/logo_113_animation_5.svg
True,True,False,False,False,False,False,False,113,6,animation/logo_113_animation_6.svg
False,True,True,False,False,False,False,False,113,7,animation/logo_113_animation_7.svg
True,True,False,False,False,False,False,False,113,8,animation/logo_113_animation_8.svg
False,True,False,False,False,False,False,False,113,9,animation/logo_113_animation_9.svg
True,True,True,False,False,False,False,False,113,10,animation/logo_113_animation_10.svg
False,False,True,False,False,False,False,True,113,11,animation/logo_113_animation_11.svg
False,True,True,True,False,True,False,False,113,12,animation/logo_113_animation_12.svg
True,True,True,False,False,False,False,False,113,13,animation/logo_113_animation_13.svg
True,True,True,False,False,False,False,False,113,14,animation/logo_113_animation_14.svg
True,False,True,False,False,False,False,False,113,15,animation/logo_113_animation_15.svg
