file,0,1,2,3,4,5,6,7
logo_378_animation_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_378_animation_24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_50_animation_0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_1,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_2,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_3,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_4,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
logo_50_animation_5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_6,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_7,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0
logo_50_animation_8,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_9,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_10,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_11,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_12,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
logo_50_animation_13,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_14,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_15,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_16,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_17,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_18,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0
logo_50_animation_19,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_20,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_21,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
logo_50_animation_22,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
logo_50_animation_23,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0
logo_50_animation_24,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0
logo_88_animation_0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_1,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_2,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_3,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_4,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_5,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_6,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_7,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_8,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_9,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_10,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_11,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_12,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_13,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_14,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_15,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_16,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_17,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_18,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_19,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_20,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_21,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_22,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_23,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_88_animation_24,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0
logo_147_animation_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_7,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_147_animation_24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
logo_129_animation_15,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
logo_129_animation_18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_129_animation_24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_215_animation_24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
logo_428_animation_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
logo_428_animation_4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
logo_428_animation_5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
logo_428_animation_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_428_animation_12,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
logo_428_animation_13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_14,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
logo_428_animation_15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
logo_428_animation_19,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
logo_428_animation_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_22,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
logo_428_animation_23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_428_animation_24,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
logo_189_animation_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_18,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_189_animation_24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_2,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_4,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_7,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_8,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_9,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_10,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_11,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_12,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_14,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_15,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_16,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_18,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_19,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_20,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_21,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_22,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_23,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_203_animation_24,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
logo_6_animation_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_3,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_4,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
logo_6_animation_5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_7,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_9,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_11,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
logo_6_animation_12,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
logo_6_animation_13,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_14,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
logo_6_animation_15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_6_animation_17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_18,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0
logo_6_animation_19,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_6_animation_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_21,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_6_animation_24,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
logo_151_animation_0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_3,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_7,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_9,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_11,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_151_animation_12,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_13,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_14,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_15,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_16,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_151_animation_17,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_18,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
logo_151_animation_19,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_20,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_21,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_22,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_151_animation_23,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_151_animation_24,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_28_animation_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_8,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_28_animation_12,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_28_animation_13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_14,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_18,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
logo_28_animation_20,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_22,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_28_animation_24,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
logo_300_animation_1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
logo_300_animation_4,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0
logo_300_animation_5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_6,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_7,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
logo_300_animation_8,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_10,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
logo_300_animation_11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
